Title,Comments,Date,Publisher,CRC-32,Size,Mapping,MESS ID,Link
Centipede,Prototype.,1981,Atari,d54f0200,8KB,Standard,centpedp,"http://www.atarimania.com/game-atari-400-800-xl-xe-centipede_980.html
http://atariage.com/forums/topic/195356-some-a8ti-and-colecovision-protos-and-some-questions/?p=2499948"
Chaos Utils 2,pirate,,,,,,,http://www.atarimax.com/jindroush.atari.org/acdpx_de.html
Checkbook,Prototype. Also called Personal Finance and Home Finance.,1980-03-18,Atari,d12471b7,8KB,Standard,checkbk,http://atariage.com/forums/topic/194283-checkbook-cartridge-cxl8001/?p=2468480
Checkbook,[m d12471b7][o],1980-03-18,Atari,0c067251,16KB,Standard,,http://atariage.com/forums/topic/194283-checkbook-cartridge-cxl8001/?p=2468480
Checkers,,1998,Video 61,,,,,http://www.atarimax.com/jindroush.atari.org/acdpx_ne.html
Chess,[!],1983,Parker Brothers,72860db1,8KB,Standard,chess,"http://www.atarimania.com/game-atari-400-800-xl-xe-chess_1020.html
http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2706571"
Chicken,[!],1982,Synapse,1ab4d8d8,8KB,Standard,chicken,"http://www.atarimania.com/game-atari-400-800-xl-xe-chicken_1027.html
http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2706571"
Chiffres et des Lettres [Des],[!] Allows booting from disk. Contains leftovers of the BUG/65 debug screen at $3C20 (together with its own display list). Also contains MAC/65 4.20 signature at $0807.,1983,Atari France,3d8f5c25,16KB,Standard,chifresa,"http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2306680
http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2482823"
Chiffres et des Lettres [Des],[m 3d8f5c25] Different ROM signature – doesn't allow booting from disk. The BUG/65 debug screen is removed (although its display list remains intact). Probably a later version.,1983,Atari France,c7705c53,16KB,Standard,chiffres,http://www.atarimania.com/game-atari-400-800-xl-xe-chiffres-et-des-lettres-des_1032.html
Choplifter!,[!],1982,Broderbund,3ebc05ff,16KB,Standard,choplift,"http://www.atarimania.com/game-atari-400-800-xl-xe-choplifter_1043.html
http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2706571"
Choplifter!,[!],1987,Atari,d426eccc,64KB,XEGS,choplift,"http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2306680
http://www.atarimania.com/game-atari-400-800-xl-xe-choplifter_17338.html [CART]"
Claim Jumper,$FFs in first 4KB,1982,Synapse,374d14d9,16KB,Standard,clamjmpr,"http://www.atarimania.com/atari_forum/viewtopic.php?f=2&t=2304#p15819
http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2706571"
Claim Jumper,[m 374d14d9] garbage in first 4KB,1982,Synapse,1a333c4a,16KB,Standard,,http://www.atarimania.com/game-atari-400-800-xl-xe-claim-jumper_1077.html
Claim Jumper,[a] different memory layout - $00s from $2bd7 to $3ff9,1982,Synapse,fae1b7e4,16KB,Standard,,http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2240191
Clash of Kings [The],,1999,Video 61,,,,,http://www.atarimax.com/jindroush.atari.org/acdpx_ne.html
Cloudburst,[!],1982,DANA,32e5629e,8KB,Standard,cloudbst,"http://www.atarimania.com/atari_forum/viewtopic.php?f=2&t=2304#p15819
http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2706571"
Cloudburst,"[m 32e5629e][cr] different byte at $3F, to disable the copy-protection.",1982,DANA,259aa18b,8KB,Standard,,http://www.atarimania.com/game-atari-400-800-xl-xe-cloudburst_1097.html
Coco-Notes,[!],1984,CBS Software,f93c615b,16KB,Standard,coconots,"http://www.atarimania.com/game-atari-400-800-xl-xe-coco-notes_1105.html
http://www.atarimania.com/atari_forum/viewtopic.php?f=2&t=2304#p15819
http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2706571"
Commando,Prototype. Also sold by Video 61.,1989,Atari,28288df4,128KB,XEGS,commando,"http://www.atarimania.com/game-atari-400-800-xl-xe-commando_1153.html
http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2474062"
Commando,[m 28288df4] Banks shuffled and duplicated to run from a 512KB Megacart. Originally posted by Sunmark at http://atariage.com/forums/topic/34025-pre-orders-being-accepted-for-commando/,2003-09-23,Sunmark,7e8a6881,512KB,MegaCart,,"http://atarionline.pl/v01/index.php?ct=katalog&sub=C&tg=Commando+%28v2%29#Commando_%28v2%29
http://atariage.com/forums/topic/195356-some-a8ti-and-colecovision-protos-and-some-questions/?p=2499948"
Compu=Prompt,,1987,"Compu=Prompt, Inc.",58ccf059,8KB,Standard,cprompt,http://www.atarimania.com/utility-atari-400-800-xl-xe-compuprompt_26148.html
Computer Chess,[!],1979,Atari,8c1c171c,4KB,Standard,,
Computer Chess,[m 8c1c171c][o $FFs in first 4KB],1979,Atari,c9614423,8KB,Standard,compchss,"http://www.atarimania.com/atari_forum/viewtopic.php?f=2&t=2304#p15819
http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2706571"
Computer Chess,[m 8c1c171c][o garbage in first 4KB],1979,Atari,5ce06e94,8KB,Standard,,http://www.atarimania.com/game-atari-400-800-xl-xe-computer-chess_1282.html
Computer War,$FFs in first 4KB,1983,Thorn EMI,33c838f5,16KB,Standard,,http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2706571
Computer War,[!][m 4922aac6] first 4KB duplicates second 4KB,1983,Thorn EMI,4922aac6,16KB,Standard,compwar,"http://www.atarimania.com/game-atari-400-800-xl-xe-computer-war_11797.html
http://www.atarimania.com/atari_forum/viewtopic.php?f=2&t=2304#p15819"
Computer War,[m 4922aac6][h] First 4KB zeroed by k1w1.,1983,Thorn EMI,8a44d135,16KB,Standard,,http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2240191
Computrac 4000-8000,Requires a satellite dish interface module.,1983,Computrac,e88a2ea3,16KB,Standard,comptrac,http://www.atarimania.com/utility-atari-400-800-xl-xe-computrac-4000-8000_28240.html
Concentration,,1999,Video 61,,,,,http://www.atarimax.com/jindroush.atari.org/acdpx_ne.html
Congo Bongo,[!],1983,SEGA,7a588045,16KB,Standard,congo,"http://www.atarimania.com/game-atari-400-800-xl-xe-congo-bongo_1325.html
http://www.atarimania.com/atari_forum/viewtopic.php?f=2&t=2304#p15819
http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2706571"
Conquest of the Crown,Recreated from a file version (which in turn seems to be created from an original cartridge).,1994,LindaSoft,94f56b90,16KB,Standard,conquest,http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2349473
COS 32T v3.1c,pirate,,,,,COS32,,http://www.atarimax.com/jindroush.atari.org/acdpx_cz.html
Cosmic Life,,1983,Spinnaker,ec65758b,8KB,Standard,cosmiclf,http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2706571
Cosmic Life,[m ec65758b][o],1983,Spinnaker,919eaaa9,16KB,Standard,,http://www.atarimania.com/game-atari-400-800-xl-xe-cosmic-life_1353.html
Cosmic Tunnels,Prototype. Also sold by Video 61.,1983,Datamost,ad56c2bf,16KB,Standard,cosmtnls,"http://www.atarimania.com/game-atari-400-800-xl-xe-cosmic-tunnels_1356.html
http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2474062"
Cosmos Pinball,,2001,Video 61,,,,,http://www.atarimax.com/jindroush.atari.org/acdpx_ne.html
CPS Super SALT,Part #FD100335 Rev. A,1983,Atari [CPS],0d99e328,16KB,Standard,sprsalt,http://www.atarimax.com/jindroush.atari.org/acdpda.html
CPS Super SALT,[m 0d99e328][h title screen says 1900 IRATA] Recreated from a hacked DOS file.,1983,Atari [CPS],db114887,16KB,Standard,,http://atariage.com/forums/topic/141632-atari-rev-b-pal-rom-file/?p=2096246
Crash Dive,ECPC,1983,Romox,,,,,http://www.atarimax.com/jindroush.atari.org/acdpx_ro.html
Crime Buster,[!],1988,Atari,143fbad9,128KB,XEGS,crimbstr,"http://www.atarimania.com/atari_forum/viewtopic.php?f=2&t=2304#p15819
http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2706571
http://www.atarimania.com/game-atari-400-800-xl-xe-crime-buster_1405.html [CART]"
Crossbow,[!],1988,Atari,0557a91f,128KB,XEGS,crossbow,"http://www.atarimania.com/atari_forum/viewtopic.php?f=2&t=2304#p15819
http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2706571
http://www.atarimania.com/game-atari-400-800-xl-xe-crossbow_1416.html [CART]"
Crossbow,[m 0557a91f] Byte at $96C8 changed from $FF to $FC.,1988,Atari,fe69f354,128KB,XEGS,,http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2240191
Crossfire,[!] Keyboard controls work only on 400/800.,1981,Sierra On-Line,4d7e0503,8KB,Standard,xfire,"http://www.atarimania.com/game-atari-400-800-xl-xe-crossfire_1420.html
http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2706571"
Crossfire,[m 4d7e0503][f XL/XE compatibility] Keyboard controls fixed to work on XL/XE.,2013-01-23,mr-atari,f21ad23f,8KB,Standard,,"http://www.atarimax.com/flashcart/forum/viewtopic.php?p=7292#p7292
http://atariage.com/forums/topic/220058-how-to-play-crossfire-by-sierra-cartridge-with-keyboard/?p=2892464"
Crystal Castles,Early prototype. Revieved by AtariProtos.,1984-06-01,Atari,89bb9431,16KB,Standard,,"http://www.atarimania.com/game-atari-400-800-xl-xe-crystal-castles_14261.html
http://atariage.com/forums/topic/195356-some-a8ti-and-colecovision-protos-and-some-questions/?p=2499948"
Crystal Castles,Late prototype with more lives. Reviewed by AtariProtos.,1984,Atari,6c64892c,16KB,Standard,ccastles,"http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2240191
http://atariage.com/forums/topic/195356-some-a8ti-and-colecovision-protos-and-some-questions/?p=2499948"
Crystal Castles,[m 6c64892c]not reviewed at AtariProtos. Gives “normal” number of lives. Which is hack of which?,1984,Atari,e3ec1080,16KB,Standard,,http://www.atarimania.com/game-atari-400-800-xl-xe-crystal-castles_14261.html
Crystal Castles,[!],1988,Atari,998fa803,32KB,XEGS,ccastles,"http://www.atarimania.com/atari_forum/viewtopic.php?f=2&t=2304#p15819
http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2706571
http://www.atarimania.com/game-atari-400-800-xl-xe-crystal-castles_6045.html [CART]"
Crystal Raider,[cr] Title screen says “Cracked by Ian M”. Created from a file version.,2001,Video 61,f15b2306,16KB,Standard,crystalr,http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2240191
Da' Fuzz,,1983,Roklan,bcda6dba,8KB,Standard,dafuzz,http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2240191
Da' Fuzz,[m bcda6dba][o],1983,Roklan,b94f66ea,16KB,Standard,,http://www.atarimania.com/game-atari-400-800-xl-xe-da--fuzz_1480.html
Dan Strikes Back,,1999,Video 61,,,,,http://www.atarimax.com/jindroush.atari.org/acdpx_ne.html
Dance Fantasy,[!],1984,Fisher-Price,faec94e7,8KB,Standard,dncfntsy,"http://www.atarimania.com/game-atari-400-800-xl-xe-dance-fantasy_1493.html
http://www.atarimania.com/atari_forum/viewtopic.php?f=2&t=2304#p15819
http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2706571"
Dancing Feats,ECPC,1983,Romox,,,,,http://www.atarimax.com/jindroush.atari.org/acdpx_ro.html
Dandy,,1999,Video 61,,,,,http://www.atarimax.com/jindroush.atari.org/acdpx_ne.html
Danger Ranger,pirate,1984,Microdeal,f5497ef3,8KB,Standard,dngrrngr,http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2240191
Dark Chambers,[!],1988,Atari,fa2f132c,64KB,XEGS,darkcham,"http://www.atarimania.com/atari_forum/viewtopic.php?f=2&t=2304#p15819
http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2706571
http://www.atarimania.com/game-atari-400-800-xl-xe-dark-chambers_1507.html [CART]"
Data Perfect,,,LJK,,,,,http://www.atarimax.com/jindroush.atari.org/acdpna.html
David's Midnight Magic,[!],1987,Atari,b7ca61a2,64KB,XEGS,midmagic,"http://www.atarimania.com/atari_forum/viewtopic.php?f=2&t=2304#p15819
http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2706571
http://www.atarimania.com/game-atari-400-800-xl-xe-david-s-midnight-magic_1529.html [CART]"
Defender Rev 2,"[a 782a81e4]Completely different version, by different author. Hold Shift+Control+Minus on the title screeen and the credits will appear after a few seconds.",1982-08,Atari,fcb4b36f,16KB,Standard,,"http://atariage.com/forums/topic/240108-newly-discovered-atari-8-bit-prototypes-released/
http://www.atariprotos.com/8bit/software/defender/defenderrev2.htm"
Defender,[!],1982,Atari,782a81e4,16KB,Standard,defender,"http://www.atarimania.com/atari_forum/viewtopic.php?f=2&t=2304#p15819
http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2706571
http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2595798"
Defender,"[m 782a81e4][cr] Only 8 humans to rescue, instead of 10. Botched crack.",1982,Atari,161cbe09,16KB,Standard,,
Deflektor,Prototype. Reviewed at AtariProtos.,1989-06-29,Atari,799efe52,64KB,XEGS,,http://atariage.com/forums/topic/195356-some-a8ti-and-colecovision-protos-and-some-questions/?p=2499948
Deflektor,[a 799efe52] Another version of the prototype. Exact differences unknown. Also sold by Video 61.,1989,Atari,e4ed154e,64KB,XEGS,deflktor,"http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2706571
http://www.atarimania.com/game-atari-400-800-xl-xe-deflektor_1569.html [CART]"
Deflektor,[!][m e4ed154e][f duplicate levels] Fixed by Fandal to restore 4 levels that were disabled in the original prototype. Level 56 is redesigned by Fandal.,2008-06-22,František Houra,7d1b61fc,64KB,XEGS,,http://atariage.com/forums/topic/92544-file-version-of-deflektor-yes/?p=1541046 [CART]
Deflektor,"[!][m e4ed154e][f duplicate levels] Fixed by Fandal to restore 4 levels that were disabled in the original prototype. This time, Level 56 is copied from the ZX Spectrum version.",2008-06-23,František Houra,76970c47,64KB,XEGS,,http://atariage.com/forums/topic/92544-file-version-of-deflektor-yes/?p=1541511 [CART]
Delta Drawing,[!],1983,Spinnaker,20cbad07,8KB,Standard,dltadraw,"http://www.atarimania.com/game-atari-400-800-xl-xe-delta-drawing_6136.html
http://www.atarimania.com/atari_forum/viewtopic.php?f=2&t=2304#p15819
http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2706571"
Deluxe Invaders,[!],1981,Roklan,15dc9b31,8KB,Standard,dxinvadr,"http://www.atarimania.com/game-atari-400-800-xl-xe-deluxe-invaders_1573.html
http://www.atarimania.com/atari_forum/viewtopic.php?f=2&t=2304#p15819
http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2706571"
Demo Cartridge,,,Exidy,,,,,
Demon Attack,[!] 400/800 only.,1982,Imagic,59c5e612,4KB,Standard,,
Demon Attack,[m 59c5e612][o $FFs in first 4KB],1982,Imagic,1cb8b52d,8KB,Standard,demonatk,"http://www.atarimania.com/atari_forum/viewtopic.php?f=2&t=2304#p15819
http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2706571"
Demon Attack,[m 59c5e612][o garbage in first 4KB],1982,Imagic,91328072,8KB,Standard,,http://www.atarimania.com/game-atari-400-800-xl-xe-demon-attack_1578.html
Demon Attack,[m 59c5e612][o First 4KB zeroed by k1w1][cr],1982,Imagic,f6471dd9,8KB,Standard,,http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2240191
Desert Falcon,[!] Atari Corp. released a beta version with broken scrolling. The developer provided the finished game too late for manufacturing.,1988,Atari,a8f9324d,64KB,XEGS,dsrtflcn,"http://www.atarimania.com/atari_forum/viewtopic.php?f=2&t=2304#p15819
http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2706571
http://www.atarimania.com/game-atari-400-800-xl-xe-desert-falcon_1590.html [CART]"
Designer's Pencil [The],[!],1984,Activision,6ed64678,16KB,Standard,designer,"http://www.atarimania.com/game-atari-400-800-xl-xe-designer-s-pencil-_6474.html
http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2706571"
Desmond's Dungeon,,1999,Video 61,,,,,http://www.atarimax.com/jindroush.atari.org/acdpx_ne.html
Destiny: The Cruiser,Prototype.,1983,Adventure International,0c847bb3,16KB,Standard,destiny,http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2240191
Diamond GOS 1.0,,1988,Reeve Software,cdeb2c5c,64KB,Diamond,diamonde,http://www.atarimania.com/utility-atari-400-800-xl-xe-diamond-gos-10_17609.html
Diamond GOS 1.0,[a cdeb2c5c],1989,Reeve Software,ff169415,64KB,Diamond,diamond,"http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2240191
http://www.atarimania.com/utility-atari-400-800-xl-xe-diamond-gos-10_28191.html"
Diamond GOS 2.0,[!],1989,Reeve Software,0ead07f8,64KB,Diamond,diamond3,http://ftp.pigwa.net/stuff/collections/nir_dary_cds/ROMS/ROMS_CAR/DIAMOND.SDX/ http://atariage.com/forums/topic/259820-diamond-gos-30/?p=3647434
Diamond GOS 3.0,,1989,Reevesoft,3671bdc5,64KB,Diamond,,http://atariage.com/forums/topic/259820-diamond-gos-30/?p=3671772
Diamond Mine,[!],1983,Roklan,d8f9b867,16KB,Standard,diamondm,"http://www.atarimania.com/game-atari-400-800-xl-xe-diamond-mine_1617.html
http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2706571"
Dig Dug,"[m 6d68114e] Prototype, very close to final.",1982,Atari,4f18f296,16KB,Standard,,http://atariage.com/forums/topic/240108-newly-discovered-atari-8-bit-prototypes-released/
Dig Dug,"[!] Recognized by Checksum Verifier (DIG DUG (OLD), checksum $ED04).",1982,Atari,6d68114e,16KB,Standard,digduga,"http://www.atarimania.com/atari_forum/viewtopic.php?f=2&t=2304#p15819
http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2706571"
Dig Dug,[m 6d68114e][cr],1982,Atari,29b44ff6,16KB,Standard,,http://www.atarimania.com/game-atari-400-800-xl-xe-dig-dug_12263.html
Dig Dug,"[!] Later version converted from 5200. Recognized by Checksum Verified (DIG DUG (NEW), checksum $716A).",1983,Atari,fdbc57ed,16KB,Standard,digdug,"http://www.atarimania.com/game-atari-400-800-xl-xe-dig-dug_1627.html
http://www.atarimania.com/atari_forum/viewtopic.php?f=2&t=2304#p15819
http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2706571"
Dig Dug,"Referenced in Checksum Verifier (DIG DUG, checksum $F841).",,Atari,,,,,
Dinky Do,,1999,Video 61,,,,,http://www.atarimax.com/jindroush.atari.org/acdpx_ne.html
Direct Access Atari 400 4118HSE330910438B,Parts of the cartridge's ID number is encoded in the first 19 bytes. The cartridge contains text: “07/06/84 George R. Woodside”.,1984-12-24,Citibank,bbdabfcb,16KB,Standard,,http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2991283
Direct Access Atari 800 XL 4148HPC504910704B,[a bbdabfcb] Parts of the cartridge's ID number is encoded in the first 19 bytes. The cartridge contains text: “12/03/84 George R. Woodside”.,1984-12-03,Citibank,0b5c7bd3,16KB,Standard,daccess,http://atariage.com/forums/topic/186842-citibank/?p=2357486
Donkey Kong,[!],1983,Atari,8a406275,16KB,Standard,dkong,"http://www.atarimania.com/atari_forum/viewtopic.php?f=2&t=2304#p15819
http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2706571
http://www.atarimania.com/game-atari-400-800-xl-xe-donkey-kong_1673.html"
Donkey Kong,[m 8a406275][cr],1983,Atari,f2b76a27,16KB,Standard,,
Donkey Kong Junior,[!],1983,Atari,a3e2d833,16KB,Standard,dkongjr,"http://www.atarimania.com/atari_forum/viewtopic.php?f=2&t=2304#p15819
http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2706571
http://www.atarimania.com/game-atari-400-800-xl-xe-donkey-kong-junior_1675.html"
Donkey Kong Junior,"[m a3e2d833] The only difference is bit 2 in $3ffd that controls whether cart gets run after initialization. This doesn't seem to affect the game's work, since it never leaves initialization anyway. Bad dump or new revision?",1983,Atari,a4eb70ef,16KB,Standard,,
Donkey Kong Junior,"[m a3e2d833] Prototype. Junior's hitbox somewhat broken, and Junior cannot climb as high in the Chain scene as in the released version.",1983,Atari,2b04b4bc,16KB,Standard,,http://atariage.com/forums/topic/195356-some-a8ti-and-colecovision-protos-and-some-questions/?p=2497371
Dreadnaught Factor [The],[!],1984,Activision,c26fbb5b,8KB,Standard,dfactor,"http://www.atarimania.com/game-atari-400-800-xl-xe-dreadnaught-factor-_1734.html
http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2706571"
Droids,[!],1983,TG Software,5bb0c159,8KB,Standard,droids,"http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2706571
http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2485331
http://www.atarimania.com/game-atari-400-800-xl-xe-droids_1742.html"
Droids,[m 5bb0c159][cr],1983,TG Software,440082e6,8KB,Standard,,
Dropzone,Converted from tape. Sold by Video 61.,,Video 61,4870ed52,64KB,Williams,dropzone,http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2706571
DT-80,For use with ATR-8000.,1984,ACE,e5319be8,4KB,Standard,,http://atariage.com/forums/topic/99666-ace80-xl/page__view__findpost__p__2741896
DT-80,"[m e5319be8][o] One byte different at $0F53, and first 4KB duplicates second 4KB.",1984,ACE,7840a595,8KB,Standard,dt80,http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2476148
Ducks Ahoy!,[!] $FFs starting from $370b,1984,CBS Software,4cdfceb9,16KB,Standard,duckahoy,"http://www.atarimania.com/game-atari-400-800-xl-xe-ducks-ahoy_1757.html
http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2251846"
Ducks Ahoy!,"[m 4cdfceb9] Few bytes different, some data starting at $3c00. No copy protection removed (there was none). Bad dump or different revision?",1984,CBS Software,6b7a42bd,16KB,Standard,,http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2240191
Dungeon Lords,,1999,Video 61,,,,,http://www.atarimax.com/jindroush.atari.org/acdpx_ne.html
DynaKillers,[!],1999,Video 61,ad050724,64KB,Williams,dynakill,"http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2240191
http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2474062"
E.T. Phone Home!,[!],1983,Atari,bce4ef51,16KB,Standard,etphone,"http://www.atarimania.com/game-atari-400-800-xl-xe-et-phone-home_1881.html
http://www.atarimania.com/atari_forum/viewtopic.php?f=2&t=2304#p15819
http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2706571"
Eastern Front (1941),"Referenced in Checksum Verifier (EASTERN FRONT (A), checksum $7418).",,Atari,,,,,
Eastern Front (1941),"[!] $00s in first 4KB. Recognized by Checksum Verifier (EASTERN FRONT (B), checksum $A533).",1982,Atari,ccff4a03,16KB,Standard,eastfrnt,"http://www.atarimania.com/game-atari-400-800-xl-xe-eastern-front-1941_1791.html
http://www.atarimania.com/atari_forum/viewtopic.php?f=2&t=2304#p15819
http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2706571"
Edit 6502,"1982 or earlier – appears in an ad in Compute! Issue 23 (April 1982), p. 205. 400/800 only.",,LJK,7595ea16,8KB,Standard,edit6502,"http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2653531
http://www.atarimax.com/jindroush.atari.org/acdpna.html
http://www.atariarchives.org/alp/chapter_6.php"
Edit 6502,[o 7595ea16],,LJK,364b7ac9,16KB,Standard,,http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2653531
Educational System Master Cartridge,[!] The early Dorsett re-releases used Atari cartridge cases and the ROM was also identical to the Atari release.,1979,Atari,31d05f9e,2KB,Standard,,
Educational System Master Cartridge,[m 31d05f9e][o $FFs in first 6KB],1979,Atari,baacbad4,8KB,Standard,edusys,http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2706571
Educational System Master Cartridge,[m 31d05f9e][o First 6KB zeroed by k1w1],1979,Atari,18cc7c94,8KB,Standard,,http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2240191
Educational System Master Cartridge,[!][a] It's the later Dorsett re-release with different copyright text.,1983,Dorsett Educational Systems,f69f2824,2KB,Standard,,
Educational System Master Cartridge,[m f69f2824][o $00s in first 6KB],1983,Dorsett Educational Systems,df830b2e,8KB,Standard,edusysd,http://www.atarimania.com/game-atari-400-800-xl-xe-educational-system-master-cartridge_1796.html
Educational System Master Cartridge,"[m f69f2824][o $00s in first 2KB, then duplicated twice]",1983,Dorsett Educational Systems,0dcc9ecc,8KB,Standard,,http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2706571
,,,,,,,,
Eidolon [The],[!] Converted from disk original.,2004-01-10,Mark Keates,121dfbba,128KB,MegaCart,,http://atariage.com/forums/topic/41564-eidolon-cart-image/?p=499046
Eidolon [The],[!] Converted from disk original.,2004-01-14,Mark Keates,46f363f7,128KB,AtariMax,,http://atariage.com/forums/topic/41564-eidolon-cart-image/?p=502343
Eidolon [The],[!] Converted from disk original.,2004-01-14,Mark Keates,36d16bbb,128KB,Switchable XEGS,,http://atariage.com/forums/topic/41564-eidolon-cart-image/?p=502343
Eidolon [The],[!] Converted from disk original.,2004-04-05,Wilhelm,449b9284,128KB,Atrax,,http://atariage.com/forums/topic/47585-another-eidolon-cartridge/?p=575582
Elevator Repairman,,1999,Video 61,,,,,http://www.atarimax.com/jindroush.atari.org/acdpx_ne.html
Embargo,[!],1982,Gebelli Software,07b1560c,8KB,Standard,embargo,"http://www.atarimania.com/game-atari-400-800-xl-xe-embargo_1829.html
http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2706571"
Ernie's Magic Shapes,[!],1984,CBS Software,435f5aba,16KB,Standard,mgcshaps,"http://www.atarimania.com/game-atari-400-800-xl-xe-ernie-s-magic-shapes_1864.html
http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2706571"
ESP Mindlock BBS,,1986,Softmark,,,,,http://www.atarimax.com/jindroush.atari.org/acdpna.html
Espial,,1984,Tigervision,dcde7482,16KB,Standard,espial,http://www.atarimania.com/game-atari-400-800-xl-xe-espial_1878.html
Excelsor,pirate,1986,Players,a854cc63,8KB,Standard,excelsor,http://atariage.com/forums/topic/161828-hooked-on-8-bit-carts/?p=2240191
Expando-Vision - Athletic Confidence/Golf,Comes with video hardware for creating subliminal messages.,1983,Stimutech,,,,,
Expando-Vision - Career/Success Motivation,Comes with video hardware for creating subliminal messages.,1983,Stimutech,,,,,
Expando-Vision - Control Drinking/Responsibility,Comes with video hardware for creating subliminal messages.,1983,Stimutech,2343acf3,8KB,Standard,expando4,http://www.atarimania.com/game-atari-400-800-xl-xe-expando-vision-control-drinking-responsibility_1904.html
Expando-Vision - Control Smoking/Calm Nerves,Comes with video hardware for creating subliminal messages.,1983,Stimutech,eb8b49b9,8KB,Standard,expando2,http://www.atarimania.com/game-atari-400-800-xl-xe-expando-vision-control-smoking-calm-nerves_1906.html
Expando-Vision - Sexual Confidence,Comes with video hardware for creating subliminal messages.,1983,Stimutech,,,,,
Expando-Vision - Stress Control/Positive Thinking,Comes with video hardware for creating subliminal messages.,1983,Stimutech,b68b0a9b,8KB,Standard,expando3,http://www.atarimania.com/game-atari-400-800-xl-xe-expando-vision-stress-control-positive-thinking_1907.html
